Employee Number,Date and Time,Access Granted?
cfi000,2019-03-04 01:43:47,true
cfi001,2019-03-04 01:43:47,false
aaa001,2019-03-04 01:43:47,false
mro001,2019-03-04 01:43:47,false
man001,2019-03-04 01:43:47,false
cfi000,2019-03-04 01:43:47,true
aaa000,2019-03-04 01:43:47,true
mro000,2019-03-04 01:43:47,true
man000,2019-03-04 01:43:47,true
cfi000,2019-03-04 01:43:47,true
aaa000,2019-03-04 01:43:47,true
mro000,2019-03-04 01:43:47,true
man000,2019-03-04 01:43:47,true
cfi001,2019-03-04 01:43:48,false
aaa001,2019-03-04 01:43:48,false
mro001,2019-03-04 01:43:48,false
man001,2019-03-04 01:43:48,false
cfi000,2019-03-04 01:43:48,true
aaa000,2019-03-04 01:43:48,true
cfi000,2019-03-04 01:45:14,true
aaa000,2019-03-04 01:45:14,true
mro000,2019-03-04 01:45:14,true
man000,2019-03-04 01:45:14,true
cfi001,2019-03-04 01:45:14,false
aaa001,2019-03-04 01:45:14,false
mro001,2019-03-04 01:45:15,false
man001,2019-03-04 01:45:15,false
aaa000,2019-03-04 01:45:15,true
aaa000,2019-03-04 01:45:15,false
tes999,2019-03-04 01:45:15,false
tes999,2019-03-04 01:45:15,true
cfi000,2019-03-04 01:45:15,false
aaa000,2019-03-04 01:45:15,false
mro000,2019-03-04 01:45:15,false
man000,2019-03-04 01:45:15,false
cfi000,2019-03-04 01:45:16,true
aaa000,2019-03-04 01:45:16,true
mro000,2019-03-04 01:45:16,true
man000,2019-03-04 01:45:16,true
cfi000,2019-03-04 01:45:16,true
cfi001,2019-03-04 01:45:16,false
aaa001,2019-03-04 01:45:16,false
mro001,2019-03-04 01:45:16,false
man001,2019-03-04 01:45:16,false
cfi000,2019-03-04 01:45:16,true
aaa000,2019-03-04 01:45:16,true
mro000,2019-03-04 01:45:16,true
man000,2019-03-04 01:45:16,true
cfi000,2019-03-04 01:45:17,true
aaa000,2019-03-04 01:45:17,true
mro000,2019-03-04 01:45:17,true
man000,2019-03-04 01:45:17,true
cfi001,2019-03-04 01:45:17,false
aaa001,2019-03-04 01:45:17,false
mro001,2019-03-04 01:45:17,false
man001,2019-03-04 01:45:17,false
cfi000,2019-03-04 01:45:17,true
aaa000,2019-03-04 01:45:17,true
cfi000,2019-03-04 02:07:32,true
aaa000,2019-03-04 02:07:32,true
mro000,2019-03-04 02:07:32,true
man000,2019-03-04 02:07:32,true
cfi001,2019-03-04 02:07:32,false
aaa001,2019-03-04 02:07:32,false
mro001,2019-03-04 02:07:32,false
man001,2019-03-04 02:07:32,false
aaa000,2019-03-04 02:07:32,true
aaa000,2019-03-04 02:07:32,false
tes999,2019-03-04 02:07:32,false
tes999,2019-03-04 02:07:32,true
cfi000,2019-03-04 02:07:32,false
aaa000,2019-03-04 02:07:32,false
mro000,2019-03-04 02:07:32,false
man000,2019-03-04 02:07:32,false
cfi000,2019-03-04 02:07:33,true
aaa000,2019-03-04 02:07:33,true
mro000,2019-03-04 02:07:33,true
man000,2019-03-04 02:07:33,true
cfi000,2019-03-04 02:07:34,true
cfi001,2019-03-04 02:07:34,false
aaa001,2019-03-04 02:07:34,false
mro001,2019-03-04 02:07:34,false
man001,2019-03-04 02:07:34,false
cfi000,2019-03-04 02:07:34,true
aaa000,2019-03-04 02:07:34,true
mro000,2019-03-04 02:07:34,true
man000,2019-03-04 02:07:34,true
cfi000,2019-03-04 02:07:34,true
aaa000,2019-03-04 02:07:34,true
mro000,2019-03-04 02:07:34,true
man000,2019-03-04 02:07:34,true
cfi001,2019-03-04 02:07:34,false
aaa001,2019-03-04 02:07:34,false
mro001,2019-03-04 02:07:34,false
man001,2019-03-04 02:07:34,false
cfi000,2019-03-04 02:07:34,true
aaa000,2019-03-04 02:07:34,true
cfi000,2019-03-05 13:15:35,true
aaa000,2019-03-05 13:15:35,true
mro000,2019-03-05 13:15:35,true
man000,2019-03-05 13:15:35,true
cfi001,2019-03-05 13:15:35,false
aaa001,2019-03-05 13:15:35,false
mro001,2019-03-05 13:15:35,false
man001,2019-03-05 13:15:35,false
aaa000,2019-03-05 13:15:35,true
aaa000,2019-03-05 13:15:35,false
tes999,2019-03-05 13:15:35,false
tes999,2019-03-05 13:15:35,true
cfi000,2019-03-05 13:15:35,false
aaa000,2019-03-05 13:15:35,false
mro000,2019-03-05 13:15:35,false
man000,2019-03-05 13:15:35,false
cfi000,2019-03-05 13:15:37,true
aaa000,2019-03-05 13:15:37,true
mro000,2019-03-05 13:15:37,true
man000,2019-03-05 13:15:37,true
cfi000,2019-03-05 13:15:37,true
cfi001,2019-03-05 13:15:37,false
aaa001,2019-03-05 13:15:37,false
mro001,2019-03-05 13:15:37,false
man001,2019-03-05 13:15:37,false
cfi000,2019-03-05 13:15:37,true
aaa000,2019-03-05 13:15:37,true
mro000,2019-03-05 13:15:37,true
man000,2019-03-05 13:15:37,true
cfi000,2019-03-05 13:15:37,true
aaa000,2019-03-05 13:15:37,true
mro000,2019-03-05 13:15:37,true
man000,2019-03-05 13:15:37,true
cfi001,2019-03-05 13:15:37,false
aaa001,2019-03-05 13:15:37,false
mro001,2019-03-05 13:15:37,false
man001,2019-03-05 13:15:37,false
cfi000,2019-03-05 13:15:37,true
aaa000,2019-03-05 13:15:37,true
cfi000,2019-03-05 13:15:54,true
aaa000,2019-03-05 13:15:54,true
mro000,2019-03-05 13:15:54,true
man000,2019-03-05 13:15:54,true
cfi001,2019-03-05 13:15:54,false
aaa001,2019-03-05 13:15:54,false
mro001,2019-03-05 13:15:54,false
man001,2019-03-05 13:15:54,false
aaa000,2019-03-05 13:15:54,true
aaa000,2019-03-05 13:15:54,false
tes999,2019-03-05 13:15:54,false
tes999,2019-03-05 13:15:54,true
cfi000,2019-03-05 13:15:54,false
aaa000,2019-03-05 13:15:54,false
mro000,2019-03-05 13:15:54,false
man000,2019-03-05 13:15:54,false
cfi000,2019-03-05 13:15:56,true
aaa000,2019-03-05 13:15:56,true
mro000,2019-03-05 13:15:56,true
man000,2019-03-05 13:15:56,true
cfi000,2019-03-05 13:15:56,true
cfi001,2019-03-05 13:15:56,false
aaa001,2019-03-05 13:15:56,false
mro001,2019-03-05 13:15:56,false
man001,2019-03-05 13:15:56,false
cfi000,2019-03-05 13:15:56,true
aaa000,2019-03-05 13:15:56,true
mro000,2019-03-05 13:15:56,true
man000,2019-03-05 13:15:56,true
cfi000,2019-03-05 13:15:56,true
aaa000,2019-03-05 13:15:56,true
mro000,2019-03-05 13:15:56,true
man000,2019-03-05 13:15:56,true
cfi001,2019-03-05 13:15:56,false
aaa001,2019-03-05 13:15:56,false
mro001,2019-03-05 13:15:56,false
man001,2019-03-05 13:15:56,false
cfi000,2019-03-05 13:15:57,true
aaa000,2019-03-05 13:15:57,true
cfi000,2019-03-08 12:12:10,true
aaa000,2019-03-08 12:12:10,true
mro000,2019-03-08 12:12:10,true
man000,2019-03-08 12:12:10,true
cfi001,2019-03-08 12:12:10,false
aaa001,2019-03-08 12:12:10,false
mro001,2019-03-08 12:12:10,false
man001,2019-03-08 12:12:10,false
aaa000,2019-03-08 12:12:11,true
aaa000,2019-03-08 12:12:11,false
tes999,2019-03-08 12:12:11,false
tes999,2019-03-08 12:12:11,true
cfi000,2019-03-08 12:12:11,false
aaa000,2019-03-08 12:12:11,false
mro000,2019-03-08 12:12:11,false
man000,2019-03-08 12:12:11,false
cfi000,2019-03-08 12:12:13,true
aaa000,2019-03-08 12:12:13,true
mro000,2019-03-08 12:12:13,true
man000,2019-03-08 12:12:13,true
cfi000,2019-03-08 12:12:13,true
cfi001,2019-03-08 12:12:13,false
aaa001,2019-03-08 12:12:13,false
mro001,2019-03-08 12:12:13,false
man001,2019-03-08 12:12:13,false
cfi000,2019-03-08 12:12:13,true
aaa000,2019-03-08 12:12:13,true
mro000,2019-03-08 12:12:13,true
man000,2019-03-08 12:12:13,true
cfi000,2019-03-08 12:12:13,true
aaa000,2019-03-08 12:12:13,true
mro000,2019-03-08 12:12:13,true
man000,2019-03-08 12:12:13,true
cfi001,2019-03-08 12:12:13,false
aaa001,2019-03-08 12:12:13,false
mro001,2019-03-08 12:12:13,false
man001,2019-03-08 12:12:13,false
cfi000,2019-03-08 12:12:13,true
aaa000,2019-03-08 12:12:13,true
cfi000,2019-03-08 12:27:23,true
aaa000,2019-03-08 12:27:23,true
mro000,2019-03-08 12:27:23,true
man000,2019-03-08 12:27:23,true
cfi001,2019-03-08 12:27:23,false
aaa001,2019-03-08 12:27:23,false
mro001,2019-03-08 12:27:23,false
man001,2019-03-08 12:27:23,false
aaa000,2019-03-08 12:27:23,true
aaa000,2019-03-08 12:27:23,false
tes999,2019-03-08 12:27:24,false
tes999,2019-03-08 12:27:24,true
cfi000,2019-03-08 12:27:24,false
aaa000,2019-03-08 12:27:24,false
mro000,2019-03-08 12:27:24,false
man000,2019-03-08 12:27:24,false
cfi000,2019-03-08 12:27:25,true
aaa000,2019-03-08 12:27:25,true
mro000,2019-03-08 12:27:25,true
man000,2019-03-08 12:27:25,true
cfi000,2019-03-08 12:27:25,true
cfi001,2019-03-08 12:27:26,false
aaa001,2019-03-08 12:27:26,false
mro001,2019-03-08 12:27:26,false
man001,2019-03-08 12:27:26,false
cfi000,2019-03-08 12:27:26,true
aaa000,2019-03-08 12:27:26,true
mro000,2019-03-08 12:27:26,true
man000,2019-03-08 12:27:26,true
cfi000,2019-03-08 12:27:26,true
aaa000,2019-03-08 12:27:26,true
mro000,2019-03-08 12:27:26,true
man000,2019-03-08 12:27:26,true
cfi001,2019-03-08 12:27:26,false
aaa001,2019-03-08 12:27:26,false
mro001,2019-03-08 12:27:26,false
man001,2019-03-08 12:27:26,false
cfi000,2019-03-08 12:27:26,true
aaa000,2019-03-08 12:27:26,true
cfi000,2019-03-08 12:35:24,true
aaa000,2019-03-08 12:35:25,true
mro000,2019-03-08 12:35:25,true
man000,2019-03-08 12:35:25,true
cfi001,2019-03-08 12:35:25,false
aaa001,2019-03-08 12:35:25,false
mro001,2019-03-08 12:35:25,false
man001,2019-03-08 12:35:25,false
aaa000,2019-03-08 12:35:25,true
aaa000,2019-03-08 12:35:25,false
tes999,2019-03-08 12:35:25,false
tes999,2019-03-08 12:35:25,true
cfi000,2019-03-08 12:35:25,false
aaa000,2019-03-08 12:35:25,false
mro000,2019-03-08 12:35:25,false
man000,2019-03-08 12:35:25,false
cfi000,2019-03-08 12:35:26,true
aaa000,2019-03-08 12:35:26,true
mro000,2019-03-08 12:35:26,true
man000,2019-03-08 12:35:26,true
cfi000,2019-03-08 12:35:26,true
cfi001,2019-03-08 12:35:26,false
aaa001,2019-03-08 12:35:26,false
mro001,2019-03-08 12:35:26,false
man001,2019-03-08 12:35:27,false
cfi000,2019-03-08 12:35:27,true
aaa000,2019-03-08 12:35:27,true
mro000,2019-03-08 12:35:27,true
man000,2019-03-08 12:35:27,true
cfi000,2019-03-08 12:35:27,true
aaa000,2019-03-08 12:35:27,true
mro000,2019-03-08 12:35:27,true
man000,2019-03-08 12:35:27,true
cfi001,2019-03-08 12:35:27,false
aaa001,2019-03-08 12:35:27,false
mro001,2019-03-08 12:35:27,false
man001,2019-03-08 12:35:27,false
cfi000,2019-03-08 12:35:27,true
aaa000,2019-03-08 12:35:27,true
cfi000,2019-03-08 12:45:25,true
aaa000,2019-03-08 12:45:25,true
mro000,2019-03-08 12:45:25,true
man000,2019-03-08 12:45:25,true
cfi001,2019-03-08 12:45:25,false
aaa001,2019-03-08 12:45:25,false
mro001,2019-03-08 12:45:25,false
man001,2019-03-08 12:45:25,false
aaa000,2019-03-08 12:45:25,true
aaa000,2019-03-08 12:45:25,false
tes999,2019-03-08 12:45:25,false
tes999,2019-03-08 12:45:25,true
cfi000,2019-03-08 12:45:25,false
aaa000,2019-03-08 12:45:26,false
mro000,2019-03-08 12:45:26,false
man000,2019-03-08 12:45:26,false
cfi000,2019-03-08 12:45:27,true
aaa000,2019-03-08 12:45:27,true
mro000,2019-03-08 12:45:27,true
man000,2019-03-08 12:45:27,true
cfi000,2019-03-08 12:45:27,true
cfi001,2019-03-08 12:45:27,false
aaa001,2019-03-08 12:45:27,false
mro001,2019-03-08 12:45:27,false
man001,2019-03-08 12:45:27,false
cfi000,2019-03-08 12:45:27,true
aaa000,2019-03-08 12:45:27,true
mro000,2019-03-08 12:45:27,true
man000,2019-03-08 12:45:27,true
cfi000,2019-03-08 12:45:27,true
aaa000,2019-03-08 12:45:27,true
mro000,2019-03-08 12:45:28,true
man000,2019-03-08 12:45:28,true
cfi001,2019-03-08 12:45:28,false
aaa001,2019-03-08 12:45:28,false
mro001,2019-03-08 12:45:28,false
man001,2019-03-08 12:45:28,false
cfi000,2019-03-08 12:45:28,true
aaa000,2019-03-08 12:45:28,true
cfi000,2019-03-08 13:15:35,true
aaa000,2019-03-08 13:15:35,true
mro000,2019-03-08 13:15:35,true
man000,2019-03-08 13:15:35,true
cfi001,2019-03-08 13:15:35,false
aaa001,2019-03-08 13:15:35,false
mro001,2019-03-08 13:15:35,false
man001,2019-03-08 13:15:35,false
aaa000,2019-03-08 13:15:35,true
aaa000,2019-03-08 13:15:35,false
tes999,2019-03-08 13:15:35,false
tes999,2019-03-08 13:15:35,true
cfi000,2019-03-08 13:15:35,false
aaa000,2019-03-08 13:15:35,false
mro000,2019-03-08 13:15:35,false
man000,2019-03-08 13:15:35,false
cfi000,2019-03-08 13:15:37,true
aaa000,2019-03-08 13:15:37,true
mro000,2019-03-08 13:15:37,true
man000,2019-03-08 13:15:37,true
cfi000,2019-03-08 13:15:37,true
cfi001,2019-03-08 13:15:37,false
aaa001,2019-03-08 13:15:37,false
mro001,2019-03-08 13:15:37,false
man001,2019-03-08 13:15:37,false
cfi000,2019-03-08 13:15:37,true
aaa000,2019-03-08 13:15:37,true
mro000,2019-03-08 13:15:37,true
man000,2019-03-08 13:15:37,true
cfi000,2019-03-08 13:15:37,true
aaa000,2019-03-08 13:15:37,true
mro000,2019-03-08 13:15:37,true
man000,2019-03-08 13:15:37,true
cfi001,2019-03-08 13:15:37,false
aaa001,2019-03-08 13:15:37,false
mro001,2019-03-08 13:15:37,false
man001,2019-03-08 13:15:37,false
cfi000,2019-03-08 13:15:38,true
aaa000,2019-03-08 13:15:38,true
cfi000,2019-03-08 15:56:42,true
aaa000,2019-03-08 15:56:42,true
mro000,2019-03-08 15:56:42,true
man000,2019-03-08 15:56:42,true
cfi000,2019-03-08 15:56:42,true
cfi001,2019-03-08 15:56:42,false
aaa001,2019-03-08 15:56:42,false
mro001,2019-03-08 15:56:42,false
man001,2019-03-08 15:56:42,false
cfi000,2019-03-08 15:56:42,true
aaa000,2019-03-08 15:56:43,true
mro000,2019-03-08 15:56:43,true
man000,2019-03-08 15:56:43,true
cfi000,2019-03-08 15:56:43,true
aaa000,2019-03-08 15:56:43,true
mro000,2019-03-08 15:56:43,true
man000,2019-03-08 15:56:43,true
cfi001,2019-03-08 15:56:43,false
aaa001,2019-03-08 15:56:43,false
mro001,2019-03-08 15:56:43,false
man001,2019-03-08 15:56:43,false
cfi000,2019-03-08 15:56:43,true
aaa000,2019-03-08 15:56:43,true
cfi000,2019-03-08 15:56:43,true
aaa000,2019-03-08 15:56:43,true
mro000,2019-03-08 15:56:43,true
man000,2019-03-08 15:56:43,true
cfi001,2019-03-08 15:56:43,false
aaa001,2019-03-08 15:56:43,false
mro001,2019-03-08 15:56:43,false
man001,2019-03-08 15:56:43,false
aaa000,2019-03-08 15:56:43,true
aaa000,2019-03-08 15:56:43,false
tes999,2019-03-08 15:56:44,false
tes999,2019-03-08 15:56:44,true
cfi000,2019-03-08 15:56:44,false
aaa000,2019-03-08 15:56:44,false
mro000,2019-03-08 15:56:44,false
man000,2019-03-08 15:56:44,false
cfi000,2019-03-11 19:58:31,true
aaa000,2019-03-11 19:58:32,true
mro000,2019-03-11 19:58:32,true
man000,2019-03-11 19:58:32,true
cfi000,2019-03-11 19:58:32,true
cfi001,2019-03-11 19:58:32,false
aaa001,2019-03-11 19:58:32,false
mro001,2019-03-11 19:58:32,false
man001,2019-03-11 19:58:32,false
cfi000,2019-03-11 19:58:32,true
aaa000,2019-03-11 19:58:32,true
mro000,2019-03-11 19:58:32,true
man000,2019-03-11 19:58:32,true
cfi000,2019-03-11 19:58:33,true
aaa000,2019-03-11 19:58:33,true
mro000,2019-03-11 19:58:33,true
man000,2019-03-11 19:58:33,true
cfi001,2019-03-11 19:58:33,false
aaa001,2019-03-11 19:58:33,false
mro001,2019-03-11 19:58:33,false
man001,2019-03-11 19:58:33,false
cfi000,2019-03-11 19:58:33,true
aaa000,2019-03-11 19:58:33,true
cfi000,2019-03-11 19:58:33,true
aaa000,2019-03-11 19:58:33,true
mro000,2019-03-11 19:58:33,true
man000,2019-03-11 19:58:33,true
cfi001,2019-03-11 19:58:33,false
aaa001,2019-03-11 19:58:33,false
mro001,2019-03-11 19:58:33,false
man001,2019-03-11 19:58:33,false
aaa000,2019-03-11 19:58:33,true
aaa000,2019-03-11 19:58:33,false
tes999,2019-03-11 19:58:34,false
tes999,2019-03-11 19:58:34,true
cfi000,2019-03-11 19:58:34,false
aaa000,2019-03-11 19:58:34,false
mro000,2019-03-11 19:58:34,false
man000,2019-03-11 19:58:34,false
cfi000,2019-03-13 20:07:48,true
aaa000,2019-03-13 20:07:48,true
mro000,2019-03-13 20:07:48,true
man000,2019-03-13 20:07:48,true
cfi000,2019-03-13 20:07:48,true
cfi001,2019-03-13 20:07:48,false
aaa001,2019-03-13 20:07:48,false
mro001,2019-03-13 20:07:48,false
man001,2019-03-13 20:07:48,false
cfi000,2019-03-13 20:07:49,true
aaa000,2019-03-13 20:07:49,true
mro000,2019-03-13 20:07:49,true
man000,2019-03-13 20:07:49,true
cfi000,2019-03-13 20:07:49,true
aaa000,2019-03-13 20:07:49,true
mro000,2019-03-13 20:07:49,true
man000,2019-03-13 20:07:49,true
cfi001,2019-03-13 20:07:49,false
aaa001,2019-03-13 20:07:49,false
mro001,2019-03-13 20:07:49,false
man001,2019-03-13 20:07:49,false
cfi000,2019-03-13 20:07:49,true
aaa000,2019-03-13 20:07:49,true
cfi000,2019-03-13 20:07:49,true
aaa000,2019-03-13 20:07:49,true
mro000,2019-03-13 20:07:49,true
man000,2019-03-13 20:07:49,true
cfi001,2019-03-13 20:07:50,false
aaa001,2019-03-13 20:07:50,false
mro001,2019-03-13 20:07:50,false
man001,2019-03-13 20:07:50,false
aaa000,2019-03-13 20:07:50,true
aaa000,2019-03-13 20:07:50,false
tes999,2019-03-13 20:07:50,false
tes999,2019-03-13 20:07:50,true
cfi000,2019-03-13 20:07:50,false
aaa000,2019-03-13 20:07:50,false
mro000,2019-03-13 20:07:50,false
man000,2019-03-13 20:07:50,false
cfi000,2019-03-17 16:43:13,true
aaa000,2019-03-17 16:43:13,true
mro000,2019-03-17 16:43:14,true
man000,2019-03-17 16:43:14,true
cfi000,2019-03-17 16:43:15,true
cfi001,2019-03-17 16:43:17,false
aaa001,2019-03-17 16:43:17,false
mro001,2019-03-17 16:43:17,false
man001,2019-03-17 16:43:17,false
cfi000,2019-03-17 16:43:19,true
aaa000,2019-03-17 16:43:19,true
mro000,2019-03-17 16:43:19,true
man000,2019-03-17 16:43:19,true
cfi000,2019-03-17 16:43:21,true
aaa000,2019-03-17 16:43:21,true
mro000,2019-03-17 16:43:21,true
man000,2019-03-17 16:43:21,true
cfi001,2019-03-17 16:43:22,false
aaa001,2019-03-17 16:43:22,false
mro001,2019-03-17 16:43:22,false
man001,2019-03-17 16:43:22,false
cfi000,2019-03-17 16:43:24,true
aaa000,2019-03-17 16:43:24,true
cfi000,2019-03-17 16:43:25,true
aaa000,2019-03-17 16:43:25,true
mro000,2019-03-17 16:43:25,true
man000,2019-03-17 16:43:25,true
cfi001,2019-03-17 16:43:25,false
aaa001,2019-03-17 16:43:26,false
mro001,2019-03-17 16:43:26,false
man001,2019-03-17 16:43:26,false
aaa000,2019-03-17 16:43:26,true
aaa000,2019-03-17 16:43:26,false
tes999,2019-03-17 16:43:27,false
tes999,2019-03-17 16:43:27,true
cfi000,2019-03-17 16:43:27,false
aaa000,2019-03-17 16:43:27,false
mro000,2019-03-17 16:43:27,false
man000,2019-03-17 16:43:27,false
cfi000,2019-03-17 16:44:27,true
aaa000,2019-03-17 16:44:27,true
mro000,2019-03-17 16:44:27,true
man000,2019-03-17 16:44:27,true
cfi000,2019-03-17 16:44:28,true
cfi001,2019-03-17 16:44:30,false
aaa001,2019-03-17 16:44:30,false
mro001,2019-03-17 16:44:30,false
man001,2019-03-17 16:44:30,false
cfi000,2019-03-17 16:44:31,true
aaa000,2019-03-17 16:44:31,true
mro000,2019-03-17 16:44:31,true
man000,2019-03-17 16:44:31,true
cfi000,2019-03-17 16:44:33,true
aaa000,2019-03-17 16:44:33,true
mro000,2019-03-17 16:44:33,true
man000,2019-03-17 16:44:33,true
cfi001,2019-03-17 16:44:34,false
aaa001,2019-03-17 16:44:34,false
mro001,2019-03-17 16:44:34,false
man001,2019-03-17 16:44:34,false
cfi000,2019-03-17 16:44:35,true
aaa000,2019-03-17 16:44:35,true
cfi000,2019-03-17 16:44:36,true
aaa000,2019-03-17 16:44:36,true
mro000,2019-03-17 16:44:36,true
man000,2019-03-17 16:44:36,true
cfi001,2019-03-17 16:44:36,false
aaa001,2019-03-17 16:44:37,false
mro001,2019-03-17 16:44:37,false
man001,2019-03-17 16:44:37,false
aaa000,2019-03-17 16:44:37,true
aaa000,2019-03-17 16:44:37,false
tes999,2019-03-17 16:44:38,false
tes999,2019-03-17 16:44:38,true
cfi000,2019-03-17 16:44:39,false
aaa000,2019-03-17 16:44:39,false
mro000,2019-03-17 16:44:39,false
man000,2019-03-17 16:44:39,false
cfi000,2019-03-22 02:35:00,true
aaa000,2019-03-22 02:35:00,true
mro000,2019-03-22 02:35:00,true
man000,2019-03-22 02:35:00,true
cfi000,2019-03-22 02:35:01,true
cfi001,2019-03-22 02:35:01,false
aaa001,2019-03-22 02:35:01,false
mro001,2019-03-22 02:35:01,false
man001,2019-03-22 02:35:01,false
cfi000,2019-03-22 02:35:01,true
aaa000,2019-03-22 02:35:01,true
mro000,2019-03-22 02:35:01,true
man000,2019-03-22 02:35:01,true
cfi000,2019-03-22 02:35:01,true
cfi001,2019-03-22 02:35:02,false
aaa001,2019-03-22 02:35:02,false
mro001,2019-03-22 02:35:02,false
man001,2019-03-22 02:35:02,false
cfi000,2019-03-22 02:35:02,true
aaa000,2019-03-22 02:35:02,true
cfi000,2019-03-22 02:35:02,true
aaa000,2019-03-22 02:35:02,true
mro000,2019-03-22 02:35:02,true
man000,2019-03-22 02:35:02,true
cfi001,2019-03-22 02:35:02,false
aaa001,2019-03-22 02:35:02,false
mro001,2019-03-22 02:35:02,false
man001,2019-03-22 02:35:02,false
aaa000,2019-03-22 02:35:02,true
aaa000,2019-03-22 02:35:02,false
tes999,2019-03-22 02:35:02,false
tes999,2019-03-22 02:35:02,true
cfi000,2019-03-22 02:35:03,false
aaa000,2019-03-22 02:35:03,false
mro000,2019-03-22 02:35:03,false
man000,2019-03-22 02:35:03,false
cfi000,2019-03-22 03:08:34,true
aaa000,2019-03-22 03:08:34,true
mro000,2019-03-22 03:08:34,true
man000,2019-03-22 03:08:34,true
cfi000,2019-03-22 03:08:35,true
cfi001,2019-03-22 03:08:35,false
aaa001,2019-03-22 03:08:35,false
mro001,2019-03-22 03:08:35,false
man001,2019-03-22 03:08:35,false
cfi000,2019-03-22 03:08:35,true
aaa000,2019-03-22 03:08:35,true
mro000,2019-03-22 03:08:35,true
man000,2019-03-22 03:08:35,true
cfi000,2019-03-22 03:08:35,true
aaa000,2019-03-22 03:08:35,true
mro000,2019-03-22 03:08:35,true
man000,2019-03-22 03:08:35,true
cfi001,2019-03-22 03:08:36,false
aaa001,2019-03-22 03:08:36,false
mro001,2019-03-22 03:08:36,false
man001,2019-03-22 03:08:36,false
cfi000,2019-03-22 03:08:36,true
aaa000,2019-03-22 03:08:36,true
cfi000,2019-03-22 03:08:36,true
aaa000,2019-03-22 03:08:36,true
mro000,2019-03-22 03:08:36,true
man000,2019-03-22 03:08:36,true
cfi001,2019-03-22 03:08:36,false
aaa001,2019-03-22 03:08:36,false
mro001,2019-03-22 03:08:36,false
man001,2019-03-22 03:08:36,false
aaa000,2019-03-22 03:08:36,true
aaa000,2019-03-22 03:08:36,false
tes999,2019-03-22 03:08:36,false
tes999,2019-03-22 03:08:36,true
cfi000,2019-03-22 03:08:36,false
aaa000,2019-03-22 03:08:36,false
mro000,2019-03-22 03:08:36,false
man000,2019-03-22 03:08:36,false
cfi000,2019-03-23 13:47:51,true
aaa000,2019-03-23 13:47:51,true
mro000,2019-03-23 13:47:51,true
man000,2019-03-23 13:47:51,true
cfi001,2019-03-23 13:47:52,false
aaa001,2019-03-23 13:47:52,false
mro001,2019-03-23 13:47:52,false
man001,2019-03-23 13:47:52,false
aaa000,2019-03-23 13:47:52,true
aaa000,2019-03-23 13:47:52,false
tes999,2019-03-23 13:47:52,false
tes999,2019-03-23 13:47:52,true
cfi000,2019-03-23 13:47:52,false
aaa000,2019-03-23 13:47:52,false
mro000,2019-03-23 13:47:52,false
man000,2019-03-23 13:47:52,false
cfi000,2019-03-23 13:47:53,true
aaa000,2019-03-23 13:47:53,true
mro000,2019-03-23 13:47:53,true
man000,2019-03-23 13:47:53,true
cfi000,2019-03-23 13:47:54,true
cfi001,2019-03-23 13:47:54,false
aaa001,2019-03-23 13:47:54,false
mro001,2019-03-23 13:47:54,false
man001,2019-03-23 13:47:54,false
cfi000,2019-03-23 13:47:54,true
aaa000,2019-03-23 13:47:54,true
mro000,2019-03-23 13:47:54,true
man000,2019-03-23 13:47:54,true
cfi000,2019-03-23 13:47:54,true
aaa000,2019-03-23 13:47:54,true
mro000,2019-03-23 13:47:54,true
man000,2019-03-23 13:47:54,true
cfi001,2019-03-23 13:47:54,false
aaa001,2019-03-23 13:47:54,false
mro001,2019-03-23 13:47:54,false
man001,2019-03-23 13:47:54,false
cfi000,2019-03-23 13:47:54,true
aaa000,2019-03-23 13:47:54,true
cfi000,2019-03-23 14:45:34,true
aaa000,2019-03-23 14:45:34,true
mro000,2019-03-23 14:45:34,true
man000,2019-03-23 14:45:34,true
cfi001,2019-03-23 14:45:34,false
aaa001,2019-03-23 14:45:34,false
mro001,2019-03-23 14:45:34,false
man001,2019-03-23 14:45:34,false
aaa000,2019-03-23 14:45:34,true
aaa000,2019-03-23 14:45:34,false
tes999,2019-03-23 14:45:34,false
tes999,2019-03-23 14:45:34,true
cfi000,2019-03-23 14:45:34,false
aaa000,2019-03-23 14:45:34,false
mro000,2019-03-23 14:45:34,false
man000,2019-03-23 14:45:34,false
cfi000,2019-03-23 14:45:35,true
aaa000,2019-03-23 14:45:35,true
mro000,2019-03-23 14:45:35,true
man000,2019-03-23 14:45:35,true
cfi000,2019-03-23 14:45:35,true
cfi001,2019-03-23 14:45:35,false
aaa001,2019-03-23 14:45:35,false
mro001,2019-03-23 14:45:35,false
man001,2019-03-23 14:45:35,false
cfi000,2019-03-23 14:45:36,true
aaa000,2019-03-23 14:45:36,true
mro000,2019-03-23 14:45:36,true
man000,2019-03-23 14:45:36,true
cfi000,2019-03-23 14:45:36,true
aaa000,2019-03-23 14:45:36,true
mro000,2019-03-23 14:45:36,true
man000,2019-03-23 14:45:36,true
cfi001,2019-03-23 14:45:36,false
aaa001,2019-03-23 14:45:36,false
mro001,2019-03-23 14:45:36,false
man001,2019-03-23 14:45:36,false
cfi000,2019-03-23 14:45:36,true
aaa000,2019-03-23 14:45:36,true
cfi000,2019-03-23 14:45:51,true
aaa000,2019-03-23 14:45:51,true
mro000,2019-03-23 14:45:51,true
man000,2019-03-23 14:45:51,true
cfi001,2019-03-23 14:45:51,false
