Employee Number,empNo.requestType,Date and Time, Access Granted?
aaa000,aaa000.CreatePersonalDetails,2019-03-23 14:51:33,false
cfi000,cfi000.CreatePersonalDetails,2019-03-23 14:51:33,true
cfi000,cfi000.ReadPersonalDetails,2019-03-23 14:51:33,true
cfi000,cfi000.CreatePersonalDetails,2019-03-23 14:51:33,true
cfi000,cfi000.CreatePersonalDetails,2019-03-23 14:51:33,false
cfi000,cfi000.CreateAnnualReview,2019-03-23 14:51:33,false
mro000,cfi000.CreateAnnualReview,2019-03-23 14:51:33,false
cfi000,cfi000.CreateAnnualReview,2019-03-23 14:51:33,true
cfi000,emp001.ReadPersonalDetails,2019-03-23 14:51:33,false
cfi000,aaa000.CreatePersonalDetails,2019-03-23 14:51:33,true
aaa000,aaa000.ReadPersonalDetails,2019-03-23 14:51:33,true
aaa000,aaa000.AmendPersonalDetails,2019-03-23 14:51:33,true
aaa000,aaa000.ReadPersonalDetails,2019-03-23 14:51:33,true
aaa000,aaa000.ReadPersonalDetails,2019-03-23 14:51:33,true
cfi000,cfi000.CreateAnnualReview,2019-03-23 14:59:48,true
cfi000,cfi000.ReadAnnualReview,2019-03-23 14:59:48,true
aaa000,cfi000.ReadAnnualReview,2019-03-23 14:59:48,false
cfi000,aaa000.CreatePersonalDetails,2019-03-23 15:07:54,true
cfi000,aaa000.ReadPersonalDetails,2019-03-23 15:07:54,true
cfi000,aaa000.AmendPersonalDetails,2019-03-23 15:07:54,true
cfi000,aaa000.ReadPersonalDetails,2019-03-23 15:07:54,true
cfi000,aaa000.ReadPersonalDetails,2019-03-23 15:07:54,true
aaa000,aaa000.CreatePersonalDetails,2019-03-23 15:07:54,false
cfi000,cfi000.CreateAnnualReview,2019-03-23 15:07:55,true
cfi000,cfi000.ReadAnnualReview,2019-03-23 15:07:55,true
aaa000,cfi000.ReadAnnualReview,2019-03-23 15:07:55,false
cfi000,cfi000.CreatePersonalDetails,2019-03-23 15:07:55,true
cfi000,cfi000.ReadPersonalDetails,2019-03-23 15:07:55,true
cfi000,cfi000.CreatePersonalDetails,2019-03-23 15:07:55,true
cfi000,cfi000.CreatePersonalDetails,2019-03-23 15:07:55,false
cfi000,cfi000.CreateAnnualReview,2019-03-23 15:07:55,false
mro000,cfi000.CreateAnnualReview,2019-03-23 15:07:55,false
cfi000,cfi000.CreateAnnualReview,2019-03-23 15:07:56,true
cfi000,emp001.ReadPersonalDetails,2019-03-23 15:07:56,false
cfi000,aaa000.CreatePersonalDetails,2019-03-23 15:07:56,true
aaa000,aaa000.ReadPersonalDetails,2019-03-23 15:07:56,true
aaa000,aaa000.AmendPersonalDetails,2019-03-23 15:07:56,true
aaa000,aaa000.ReadPersonalDetails,2019-03-23 15:07:56,true
aaa000,aaa000.ReadPersonalDetails,2019-03-23 15:07:56,true
cfi000,cfi000.CreateAnnualReview,2019-03-23 15:16:22,true
man000,cfi000.ReadAnnualReview,2019-03-23 15:16:22,false
man000,cfi000.ReadAnnualReview,2019-03-23 15:16:22,true
cfi000,cfi000.CreateAnnualReview,2019-03-23 15:29:02,true
man000,cfi000.ReadAnnualReview,2019-03-23 15:29:02,true
cfi000,cfi000.CreateAnnualReview,2019-03-23 15:30:02,true
man000,cfi000.ReadAnnualReview,2019-03-23 15:30:02,true
man000,cfi000.ReadAnnualReview,2019-03-23 15:30:02,true
man000,cfi000.AmendAnnualReview,2019-03-23 15:30:02,true
man000,cfi000.ReadAnnualReview,2019-03-23 15:30:02,true
man000,cfi000.ReadAnnualReview,2019-03-23 15:30:02,true
cfi000,cfi000.CreateAnnualReview,2019-03-23 15:32:30,true
cfi000,cfi000.ReadAnnualReview,2019-03-23 15:32:30,true
cfi000,cfi000.ReadAnnualReview,2019-03-23 15:32:30,true
cfi000,cfi000.AmendAnnualReview,2019-03-23 15:32:30,false
cfi000,cfi000.ReadAnnualReview,2019-03-23 15:32:30,true
cfi000,cfi000.CreateAnnualReview,2019-03-23 15:34:16,true
man000,cfi000.ReadAnnualReview,2019-03-23 15:34:17,true
man000,cfi000.ReadAnnualReview,2019-03-23 15:34:17,true
man000,cfi000.AmendAnnualReview,2019-03-23 15:34:17,true
man000,cfi000.ReadAnnualReview,2019-03-23 15:34:17,true
man000,cfi000.ReadAnnualReview,2019-03-23 15:34:17,true
cfi000,cfi000.CreateAnnualReview,2019-03-23 15:36:27,true
cfi000,cfi000.ReadAnnualReview,2019-03-23 15:36:27,true
cfi000,cfi000.ReadAnnualReview,2019-03-23 15:36:27,true
cfi000,cfi000.AmendAnnualReview,2019-03-23 15:36:27,true
cfi000,cfi000.ReadAnnualReview,2019-03-23 15:36:27,true
cfi000,cfi000.ReadAnnualReview,2019-03-23 15:36:27,true
cfi000,cfi000.CreateAnnualReview,2019-03-23 15:56:16,true
mro000,cfi000.ReadAnnualReview,2019-03-23 15:56:16,true
mro000,cfi000.ReadAnnualReview,2019-03-23 15:56:16,true
man000,cfi000.ReadAnnualReview,2019-03-23 15:56:16,true
man000,cfi000.ReadAnnualReview,2019-03-23 15:56:16,true
cfi000,cfi000.ReadAnnualReview,2019-03-23 15:56:16,true
cfi000,cfi000.ReadAnnualReview,2019-03-23 15:56:16,true
cfi000,cfi000.ReadAnnualReview,2019-03-23 15:56:16,true
cfi000,cfi000.AmendAnnualReview,2019-03-23 15:56:16,true
cfi000,cfi000.ReadAnnualReview,2019-03-23 15:56:16,true
cfi000,cfi000.CreateAnnualReview,2019-03-23 15:59:30,true
mro000,cfi000.ReadAnnualReview,2019-03-23 15:59:30,true
mro000,cfi000.ReadAnnualReview,2019-03-23 15:59:30,true
man000,cfi000.ReadAnnualReview,2019-03-23 15:59:30,true
man000,cfi000.ReadAnnualReview,2019-03-23 15:59:30,true
cfi000,cfi000.ReadAnnualReview,2019-03-23 15:59:30,true
cfi000,cfi000.ReadAnnualReview,2019-03-23 15:59:30,true
cfi000,cfi000.ReadAnnualReview,2019-03-23 15:59:30,true
cfi000,cfi000.AmendAnnualReview,2019-03-23 15:59:30,true
cfi000,cfi000.ReadAnnualReview,2019-03-23 15:59:30,true
cfi000,cfi000.ReadAnnualReview,2019-03-23 15:59:30,true
cfi000,cfi000.CreateAnnualReview,2019-03-23 16:00:19,true
mro000,cfi000.ReadAnnualReview,2019-03-23 16:00:19,true
mro000,cfi000.ReadAnnualReview,2019-03-23 16:00:19,true
man000,cfi000.ReadAnnualReview,2019-03-23 16:00:19,true
man000,cfi000.ReadAnnualReview,2019-03-23 16:00:19,true
cfi000,cfi000.ReadAnnualReview,2019-03-23 16:00:19,true
cfi000,cfi000.ReadAnnualReview,2019-03-23 16:00:19,true
cfi000,cfi000.ReadAnnualReview,2019-03-23 16:00:19,true
cfi000,cfi000.AmendAnnualReview,2019-03-23 16:00:19,true
cfi000,cfi000.ReadAnnualReview,2019-03-23 16:00:19,true
cfi000,cfi000.ReadAnnualReview,2019-03-23 16:00:19,true
cfi000,cfi000.CreateAnnualReview,2019-03-23 16:46:46,true
mro000,cfi000.ReadAnnualReview,2019-03-23 16:46:46,true
mro000,cfi000.ReadAnnualReview,2019-03-23 16:46:46,true
man000,cfi000.ReadAnnualReview,2019-03-23 16:46:46,true
man000,cfi000.ReadAnnualReview,2019-03-23 16:46:46,true
cfi000,cfi000.ReadAnnualReview,2019-03-23 16:46:46,true
cfi000,cfi000.ReadAnnualReview,2019-03-23 16:46:46,true
cfi000,cfi000.ReadAnnualReview,2019-03-23 16:46:46,true
cfi000,cfi000.AmendAnnualReview,2019-03-23 16:46:46,true
cfi000,cfi000.ReadAnnualReview,2019-03-23 16:46:46,true
cfi000,cfi000.ReadAnnualReview,2019-03-23 16:46:46,true
cfi000,cfi000.ReadAnnualReview,2019-03-23 16:46:46,true
cfi000,cfi000.CreateAnnualReview,2019-03-23 16:51:09,true
mro000,cfi000.ReadAnnualReview,2019-03-23 16:51:09,true
mro000,cfi000.ReadAnnualReview,2019-03-23 16:51:09,true
man000,cfi000.ReadAnnualReview,2019-03-23 16:51:09,true
man000,cfi000.ReadAnnualReview,2019-03-23 16:51:09,true
cfi000,cfi000.ReadAnnualReview,2019-03-23 16:51:09,true
cfi000,cfi000.ReadAnnualReview,2019-03-23 16:51:09,true
cfi000,cfi000.ReadAnnualReview,2019-03-23 16:51:09,true
cfi000,cfi000.AmendAnnualReview,2019-03-23 16:51:09,true
cfi000,cfi000.ReadAnnualReview,2019-03-23 16:51:09,true
cfi000,cfi000.ReadAnnualReview,2019-03-23 16:51:09,true
cfi000,cfi000.ReadAnnualReview,2019-03-23 16:51:09,true
cfi000,cfi000.CreateAnnualReview,2019-03-23 16:52:13,true
mro000,cfi000.ReadAnnualReview,2019-03-23 16:52:13,true
mro000,cfi000.ReadAnnualReview,2019-03-23 16:52:13,true
man000,cfi000.ReadAnnualReview,2019-03-23 16:52:13,true
man000,cfi000.ReadAnnualReview,2019-03-23 16:52:13,true
cfi000,cfi000.ReadAnnualReview,2019-03-23 16:52:13,true
cfi000,cfi000.ReadAnnualReview,2019-03-23 16:52:13,true
cfi000,cfi000.ReadAnnualReview,2019-03-23 16:52:13,true
cfi000,cfi000.ReadAnnualReview,2019-03-23 16:52:13,true
cfi000,cfi000.AmendAnnualReview,2019-03-23 16:52:13,true
cfi000,cfi000.ReadAnnualReview,2019-03-23 16:52:13,true
cfi000,cfi000.ReadAnnualReview,2019-03-23 16:52:13,true
cfi000,cfi000.ReadAnnualReview,2019-03-23 16:52:13,true
cfi000,cfi000.CreateAnnualReview,2019-03-23 16:53:25,true
mro000,cfi000.ReadAnnualReview,2019-03-23 16:53:25,true
mro000,cfi000.ReadAnnualReview,2019-03-23 16:53:25,true
man000,cfi000.ReadAnnualReview,2019-03-23 16:53:25,true
man000,cfi000.ReadAnnualReview,2019-03-23 16:53:25,true
cfi000,cfi000.ReadAnnualReview,2019-03-23 16:53:25,true
cfi000,cfi000.ReadAnnualReview,2019-03-23 16:53:25,true
cfi000,cfi000.ReadAnnualReview,2019-03-23 16:53:25,true
cfi000,cfi000.ReadAnnualReview,2019-03-23 16:53:25,true
cfi000,cfi000.AmendAnnualReview,2019-03-23 16:53:25,true
cfi000,cfi000.ReadAnnualReview,2019-03-23 16:53:25,true
cfi000,cfi000.ReadAnnualReview,2019-03-23 16:53:25,true
cfi000,cfi000.ReadAnnualReview,2019-03-23 16:53:25,true
cfi000,cfi000.CreateAnnualReview,2019-03-23 16:54:37,true
mro000,cfi000.ReadAnnualReview,2019-03-23 16:54:37,true
mro000,cfi000.ReadAnnualReview,2019-03-23 16:54:37,true
man000,cfi000.ReadAnnualReview,2019-03-23 16:54:37,true
man000,cfi000.ReadAnnualReview,2019-03-23 16:54:37,true
cfi000,cfi000.ReadAnnualReview,2019-03-23 16:54:37,true
cfi000,cfi000.AmendAnnualReview,2019-03-23 16:54:37,false
cfi000,cfi000.ReadAnnualReview,2019-03-23 16:54:37,true
cfi000,cfi000.ReadAnnualReview,2019-03-23 16:54:37,true
cfi000,cfi000.AmendAnnualReview,2019-03-23 16:54:37,false
cfi000,cfi000.ReadAnnualReview,2019-03-23 16:54:37,true
cfi000,cfi000.ReadAnnualReview,2019-03-23 16:54:37,true
cfi000,cfi000.CreateAnnualReview,2019-03-23 16:55:07,true
man000,cfi000.ReadAnnualReview,2019-03-23 16:55:07,false
man000,cfi000.ReadAnnualReview,2019-03-23 16:55:07,true
cfi000,cfi000.CreateAnnualReview,2019-03-23 16:55:08,true
mro000,cfi000.ReadAnnualReview,2019-03-23 16:55:08,true
mro000,cfi000.ReadAnnualReview,2019-03-23 16:55:08,true
man000,cfi000.ReadAnnualReview,2019-03-23 16:55:08,true
man000,cfi000.ReadAnnualReview,2019-03-23 16:55:08,true
cfi000,cfi000.ReadAnnualReview,2019-03-23 16:55:08,true
cfi000,cfi000.AmendAnnualReview,2019-03-23 16:55:08,false
cfi000,cfi000.ReadAnnualReview,2019-03-23 16:55:08,true
cfi000,cfi000.ReadAnnualReview,2019-03-23 16:55:08,true
cfi000,cfi000.AmendAnnualReview,2019-03-23 16:55:08,false
cfi000,cfi000.ReadAnnualReview,2019-03-23 16:55:08,true
cfi000,cfi000.ReadAnnualReview,2019-03-23 16:55:08,true
cfi000,aaa000.CreatePersonalDetails,2019-03-23 16:55:08,true
cfi000,aaa000.ReadPersonalDetails,2019-03-23 16:55:08,true
cfi000,aaa000.AmendPersonalDetails,2019-03-23 16:55:08,true
cfi000,aaa000.ReadPersonalDetails,2019-03-23 16:55:08,true
cfi000,aaa000.ReadPersonalDetails,2019-03-23 16:55:08,true
cfi000,cfi000.CreateAnnualReview,2019-03-23 16:55:08,true
cfi000,cfi000.ReadAnnualReview,2019-03-23 16:55:08,true
cfi000,cfi000.ReadAnnualReview,2019-03-23 16:55:08,true
cfi000,cfi000.AmendAnnualReview,2019-03-23 16:55:08,false
cfi000,cfi000.ReadAnnualReview,2019-03-23 16:55:08,true
cfi000,cfi000.CreateAnnualReview,2019-03-23 16:55:08,true
man000,cfi000.ReadAnnualReview,2019-03-23 16:55:08,true
man000,cfi000.ReadAnnualReview,2019-03-23 16:55:08,true
man000,cfi000.AmendAnnualReview,2019-03-23 16:55:08,true
man000,cfi000.ReadAnnualReview,2019-03-23 16:55:08,true
man000,cfi000.ReadAnnualReview,2019-03-23 16:55:08,true
aaa000,aaa000.CreatePersonalDetails,2019-03-23 16:55:08,false
cfi000,cfi000.CreateAnnualReview,2019-03-23 16:55:09,true
cfi000,cfi000.ReadAnnualReview,2019-03-23 16:55:09,true
aaa000,cfi000.ReadAnnualReview,2019-03-23 16:55:09,false
cfi000,cfi000.CreatePersonalDetails,2019-03-23 16:55:09,true
cfi000,cfi000.ReadPersonalDetails,2019-03-23 16:55:09,true
cfi000,cfi000.CreatePersonalDetails,2019-03-23 16:55:09,true
cfi000,cfi000.CreatePersonalDetails,2019-03-23 16:55:09,false
cfi000,cfi000.CreateAnnualReview,2019-03-23 16:55:09,false
mro000,cfi000.CreateAnnualReview,2019-03-23 16:55:09,false
cfi000,cfi000.CreateAnnualReview,2019-03-23 16:55:09,true
cfi000,emp001.ReadPersonalDetails,2019-03-23 16:55:09,false
cfi000,aaa000.CreatePersonalDetails,2019-03-23 16:55:09,true
aaa000,aaa000.ReadPersonalDetails,2019-03-23 16:55:09,true
aaa000,aaa000.AmendPersonalDetails,2019-03-23 16:55:09,true
aaa000,aaa000.ReadPersonalDetails,2019-03-23 16:55:09,true
aaa000,aaa000.ReadPersonalDetails,2019-03-23 16:55:09,true
cfi000,cfi000.CreateAnnualReview,2019-03-23 17:00:11,true
cfi000,cfi000.ReadAnnualReview,2019-03-23 17:00:11,true
cfi000,cfi000.ReadAnnualReview,2019-03-23 17:00:11,true
cfi000,cfi000.AmendAnnualReview,2019-03-23 17:00:11,false
cfi000,cfi000.ReadAnnualReview,2019-03-23 17:00:11,true
cfi000,cfi000.CreateAnnualReview,2019-03-23 17:00:56,true
cfi000,cfi000.ReadAnnualReview,2019-03-23 17:00:56,true
cfi000,cfi000.ReadAnnualReview,2019-03-23 17:00:56,true
cfi000,cfi000.AmendAnnualReview,2019-03-23 17:00:56,true
cfi000,cfi000.ReadAnnualReview,2019-03-23 17:00:56,true
cfi000,cfi000.ReadAnnualReview,2019-03-23 17:00:56,true
cfi000,cfi000.CreateAnnualReview,2019-03-23 17:01:48,true
man000,cfi000.ReadAnnualReview,2019-03-23 17:01:48,false
man000,cfi000.ReadAnnualReview,2019-03-23 17:01:48,true
cfi000,cfi000.CreateAnnualReview,2019-03-23 17:01:48,true
mro000,cfi000.ReadAnnualReview,2019-03-23 17:01:49,true
mro000,cfi000.ReadAnnualReview,2019-03-23 17:01:49,true
man000,cfi000.ReadAnnualReview,2019-03-23 17:01:49,true
man000,cfi000.ReadAnnualReview,2019-03-23 17:01:49,true
cfi000,cfi000.ReadAnnualReview,2019-03-23 17:01:49,true
cfi000,cfi000.ReadAnnualReview,2019-03-23 17:01:49,true
cfi000,cfi000.ReadAnnualReview,2019-03-23 17:01:49,true
cfi000,cfi000.ReadAnnualReview,2019-03-23 17:01:49,true
cfi000,cfi000.AmendAnnualReview,2019-03-23 17:01:49,false
cfi000,cfi000.ReadAnnualReview,2019-03-23 17:01:49,true
cfi000,cfi000.ReadAnnualReview,2019-03-23 17:01:49,true
cfi000,aaa000.CreatePersonalDetails,2019-03-23 17:01:49,true
cfi000,aaa000.ReadPersonalDetails,2019-03-23 17:01:49,true
cfi000,aaa000.AmendPersonalDetails,2019-03-23 17:01:49,true
cfi000,aaa000.ReadPersonalDetails,2019-03-23 17:01:49,true
cfi000,aaa000.ReadPersonalDetails,2019-03-23 17:01:49,true
cfi000,cfi000.CreateAnnualReview,2019-03-23 17:01:49,true
cfi000,cfi000.ReadAnnualReview,2019-03-23 17:01:49,true
cfi000,cfi000.ReadAnnualReview,2019-03-23 17:01:49,true
cfi000,cfi000.AmendAnnualReview,2019-03-23 17:01:49,true
cfi000,cfi000.ReadAnnualReview,2019-03-23 17:01:49,true
cfi000,cfi000.ReadAnnualReview,2019-03-23 17:01:49,true
cfi000,cfi000.CreateAnnualReview,2019-03-23 17:01:49,true
man000,cfi000.ReadAnnualReview,2019-03-23 17:01:49,true
man000,cfi000.ReadAnnualReview,2019-03-23 17:01:49,true
man000,cfi000.AmendAnnualReview,2019-03-23 17:01:49,true
man000,cfi000.ReadAnnualReview,2019-03-23 17:01:49,true
man000,cfi000.ReadAnnualReview,2019-03-23 17:01:49,true
aaa000,aaa000.CreatePersonalDetails,2019-03-23 17:01:49,false
cfi000,cfi000.CreateAnnualReview,2019-03-23 17:01:50,true
cfi000,cfi000.ReadAnnualReview,2019-03-23 17:01:50,true
aaa000,cfi000.ReadAnnualReview,2019-03-23 17:01:50,false
cfi000,cfi000.CreatePersonalDetails,2019-03-23 17:01:50,true
cfi000,cfi000.ReadPersonalDetails,2019-03-23 17:01:50,true
cfi000,cfi000.CreatePersonalDetails,2019-03-23 17:01:50,true
cfi000,cfi000.CreatePersonalDetails,2019-03-23 17:01:50,false
cfi000,cfi000.CreateAnnualReview,2019-03-23 17:01:50,false
mro000,cfi000.CreateAnnualReview,2019-03-23 17:01:50,false
cfi000,cfi000.CreateAnnualReview,2019-03-23 17:01:50,true
cfi000,emp001.ReadPersonalDetails,2019-03-23 17:01:50,false
cfi000,aaa000.CreatePersonalDetails,2019-03-23 17:01:50,true
aaa000,aaa000.ReadPersonalDetails,2019-03-23 17:01:50,true
aaa000,aaa000.AmendPersonalDetails,2019-03-23 17:01:50,true
aaa000,aaa000.ReadPersonalDetails,2019-03-23 17:01:50,true
aaa000,aaa000.ReadPersonalDetails,2019-03-23 17:01:50,true
